StudentID,TextLevel-01-SOY,TextLevel-01-MOY,TextLevel-01-EOY,TextLevel-02-SOY,TextLevel-02-MOY,TextLevel-02-EOY,WritingVocab-01-SOY,HRSIW-01-SOY,Counting-01,Counting-02,Place Value-01,Place Value-02,Addition and Subtraction-01,Addition and Subtraction-02,Multiplication and Division-01,Multiplication and Division-02,Kinder_Age,Gender,Disability_Non-disable,Disability_Cognitive,Disability_Physical,Disability_Sensory,Disability_SocialEmotional,NCCD-Funded,NumSibling,SiblingOrder,01.SES,02.SES,NumAbvYear9,NumAbvDiploma,NumProf,Year_02,Year3_Reading_At_Risk
945928058,8,10,17,13,18,19,3,24,1,1,1,1,0,1,2,2,5.56,Female,0,1,0,0,0,0,4,3,112,112,2,2,2,2018,TRUE
430870461,12,12,22,20,24,29,8,29,2,3,1,2,2,4,0,2,5.33,Male,1,0,0,0,0,0,3,2,103,103,2,2,2,2018,FALSE
150068237,10,14,18,23,20,27,5,29,1,1,1,1,1,2,2,1,5.38,Female,1,0,0,0,0,0,2,2,108,108,2,1,2,2018,FALSE
796711716,21,22,25,29,29,30,27,40,2,2,1,1,1,2,0,1,4.92,Female,1,0,0,0,0,0,3,3,109,109,0,2,1,2020,FALSE
557197983,7,16,22,19,21,25,15,32,2,2,1,2,1,1,2,2,5.05,Male,1,0,0,0,0,0,2,1,103,103,2,1,1,2020,TRUE
435285975,10,13,18,22,23,26,16,19,2,4,2,2,1,2,1,2,5.55,Male,1,0,0,0,0,0,3,3,107,107,1,1,1,2020,FALSE
956858476,15,32,28,29,30,30,26,50,2,4,1,2,2,2,2,2,5.52,Male,1,0,0,0,0,0,2,2,109,109,2,2,1,2020,FALSE
181541930,4,13,18,18,21,26,16,36,2,1,1,1,1,1,1,0,4.58,Female,1,0,0,0,0,0,2,2,95,95,2,1,2,2020,TRUE
944173319,14,16,18,19,24,28,12,45,1,0,1,2,1,1,0,2,5.14,Male,0,1,0,0,0,0,1,1,103,103,2,1,0,2020,FALSE
331074315,12,14,22,24,23,27,12,24,2,4,1,2,2,3,2,2,5.12,Female,1,0,0,0,0,0,3,2,103,103,0,0,0,2020,FALSE
757364765,11,18,28,28,30,29,16,23,2,3,1,2,1,2,1,2,5.22,Male,0,1,0,0,0,1,3,3,114,114,2,1,1,2018,FALSE
693572807,8,14,15,16,17,21,9,33,1,1,1,1,0,2,0,0,4.93,Female,1,0,0,0,0,0,2,2,112,112,2,0,0,2020,FALSE
814735580,4,13,19,15,21,23,9,21,2,2,1,1,1,1,1,0,5.01,Male,0,1,0,0,0,0,2,2,103,103,0,0,0,2016,FALSE
934735246,12,14,18,25,24,30,37,37,2,2,1,2,1,1,2,1,4.73,Female,1,0,0,0,0,0,2,1,114,114,2,0,2,2016,FALSE
642956477,19,30,28,33,31,31,20,45,1,3,1,2,1,3,1,2,5.00,Male,1,0,0,0,0,0,2,2,109,109,2,1,2,2020,FALSE
358542376,4,10,19,23,23,28,7,11,2,2,1,1,1,2,1,2,5.18,Female,0,1,0,0,0,0,2,2,102,102,1,1,0,2020,FALSE
529413834,7,11,16,21,21,21,11,29,1,4,1,0,1,2,1,2,5.23,Male,1,0,0,0,0,0,4,3,102,102,2,0,1,2017,TRUE
114112535,9,12,20,21,24,29,17,22,3,2,1,2,2,2,0,1,5.28,Female,1,0,0,0,0,0,2,1,92,92,2,2,1,2020,FALSE
298118226,8,13,17,19,20,23,31,39,3,2,1,1,2,2,2,2,5.20,Male,0,1,0,0,0,1,2,1,102,102,2,0,0,2020,FALSE
843763275,23,31,27,29,29,30,59,36,2,5,1,2,2,2,2,1,5.42,Female,1,0,0,0,0,0,2,1,114,114,2,0,0,2018,FALSE
694485071,11,13,20,23,26,29,34,27,2,3,1,2,3,2,1,2,5.07,Male,1,0,0,0,0,0,2,1,120,120,1,1,1,2016,FALSE
156473531,11,15,17,17,26,23,16,26,2,4,1,2,1,2,0,2,5.07,Male,0,1,0,0,0,0,2,2,102,102,2,2,1,2018,FALSE
951409143,16,15,26,27,26,31,37,27,1,4,1,1,2,2,2,2,5.54,Female,1,0,0,0,0,0,2,2,114,114,2,2,2,2016,FALSE
777750784,32,32,31,28,29,29,37,46,3,4,1,2,3,4,1,3,4.94,Female,1,0,0,0,0,0,2,1,105,105,2,2,1,2020,FALSE
334831867,7,6,17,15,19,23,7,21,2,3,1,1,0,2,0,2,5.15,Female,1,0,0,0,0,0,2,2,97,97,0,0,0,2017,TRUE
825639305,12,13,22,21,23,31,19,24,2,3,2,2,2,2,2,2,5.31,Female,1,0,0,0,0,0,5,3,88,88,1,1,0,2018,FALSE
173990516,10,13,19,18,20,25,28,32,2,2,1,2,1,2,0,2,5.14,Male,1,0,0,0,0,0,2,1,103,103,2,1,1,2020,FALSE
688327482,11,10,18,19,19,20,23,31,1,2,1,1,1,2,0,2,5.15,Female,1,0,0,0,0,0,3,2,95,95,0,0,0,2017,TRUE
968338567,7,14,19,17,20,24,8,15,1,3,1,2,1,2,0,2,5.10,Female,1,0,0,0,0,0,3,1,95,95,1,0,0,2018,FALSE
986607901,8,14,17,20,21,26,16,38,1,2,1,2,2,2,2,2,5.16,Female,1,0,0,0,0,0,2,2,98,98,2,2,0,2017,FALSE
781748616,9,12,21,23,25,30,17,36,2,2,1,2,3,3,0,2,5.81,Male,1,0,0,0,0,0,3,1,120,120,2,2,2,2020,FALSE
620592900,7,14,20,20,23,30,25,25,2,3,1,2,0,2,1,3,5.11,Female,0,1,0,0,0,0,4,4,101,101,2,0,1,2020,FALSE
407756811,6,11,19,18,22,23,38,31,3,4,1,2,2,2,2,2,5.61,Male,1,0,0,0,0,0,3,1,103,103,1,1,1,2017,FALSE
104228357,21,25,27,26,26,28,35,45,1,2,1,2,0,0,0,1,5.32,Female,0,1,0,0,0,0,3,2,103,103,2,1,1,2020,FALSE
204099778,12,12,17,21,24,28,18,40,2,3,1,2,1,3,1,2,4.71,Male,1,0,0,0,0,0,2,1,90,90,2,1,0,2017,FALSE
426728482,10,13,20,17,23,30,21,31,2,4,1,2,2,2,1,2,5.03,Female,1,0,0,0,0,0,2,2,110,110,2,2,2,2018,FALSE
856272775,9,11,16,16,18,25,15,30,1,2,0,1,2,2,0,2,4.59,Female,1,0,0,0,0,0,2,1,97,97,2,2,1,2018,FALSE
906813702,4,11,13,17,18,25,12,24,1,3,1,2,1,3,1,2,5.70,Male,0,0,1,0,0,0,3,2,94,94,2,2,0,2020,TRUE
232200197,18,23,27,31,29,30,38,35,3,4,2,2,3,2,1,2,5.85,Male,1,0,0,0,0,0,2,1,114,114,2,1,2,2017,FALSE
695966930,1,8,12,14,12,16,8,11,0,2,0,1,0,1,1,0,5.63,Male,0,1,0,0,0,0,2,1,89,89,1,0,0,2017,TRUE
838230733,14,17,26,29,29,33,31,24,3,4,1,3,4,5,0,4,5.07,Male,1,0,0,0,0,0,2,1,114,114,1,0,1,2018,FALSE
204714787,15,10,18,24,24,25,11,40,0,3,1,2,1,1,1,0,5.41,Female,1,0,0,0,0,0,2,2,116,104,2,0,1,2021,TRUE
873541604,3,12,20,21,23,28,9,16,0,3,1,1,1,1,1,1,4.89,Female,1,0,0,0,0,0,2,2,107,107,2,2,0,2020,TRUE
707787644,16,15,23,19,22,28,19,35,1,2,2,2,2,1,2,2,5.51,Female,1,0,0,0,0,0,3,1,92,92,2,2,2,2018,FALSE
917849193,8,15,19,21,25,30,19,37,2,4,2,3,1,5,1,4,5.22,Male,1,0,0,0,0,0,2,2,101,101,1,0,0,2020,FALSE
697917374,10,12,21,20,19,22,17,40,1,2,1,1,1,1,1,2,5.22,Male,0,1,0,0,0,0,2,2,97,97,2,1,0,2020,FALSE
861823303,8,14,16,18,21,25,8,25,1,1,0,1,0,1,0,0,5.09,Male,0,0,0,0,1,1,1,1,94,94,2,0,0,2020,FALSE
162397105,7,11,20,14,20,24,24,22,1,3,1,1,1,1,0,1,5.78,Female,0,1,0,0,0,0,1,1,114,114,2,1,0,2016,FALSE
733651219,4,9,19,23,28,30,11,26,0,2,1,1,0,2,1,2,6.02,Male,1,0,0,0,0,0,2,2,116,116,2,2,0,2018,FALSE
519632565,12,15,26,25,31,29,24,37,2,2,1,1,1,2,1,2,5.09,Female,1,0,0,0,0,0,2,1,109,109,1,1,0,2020,FALSE
422808229,1,7,12,10,16,28,4,14,1,3,1,1,1,1,1,1,5.55,Female,0,1,0,0,0,1,3,2,95,95,1,0,0,2020,TRUE
427612169,26,27,29,26,30,30,63,47,2,4,1,2,2,4,1,2,5.41,Female,1,0,0,0,0,0,6,5,95,95,2,2,1,2020,FALSE
619726637,20,23,26,23,26,30,15,36,3,4,2,2,3,4,2,2,5.52,Male,1,0,0,0,0,0,4,2,102,102,2,1,0,2020,FALSE
665664569,18,24,20,20,24,31,54,36,4,6,2,2,4,5,2,3,5.31,Male,0,0,1,0,0,0,2,2,101,101,2,1,1,2020,FALSE
387865664,5,12,21,22,20,25,26,33,2,4,1,2,2,2,2,2,5.59,Male,1,0,0,0,0,0,4,3,103,103,1,0,0,2020,FALSE
881712967,11,20,20,26,30,30,23,34,1,2,1,1,1,1,2,1,5.17,Female,1,0,0,0,0,0,3,3,92,87,2,0,0,2021,FALSE
557670239,14,11,21,22,26,31,25,27,2,5,2,2,2,2,0,0,4.78,Male,1,0,0,0,0,0,2,2,114,114,0,0,0,2017,FALSE
258351523,6,15,17,18,19,28,13,30,1,2,1,1,1,1,0,2,5.61,Male,0,1,0,0,0,0,2,2,93,93,2,1,0,2017,TRUE
504191112,15,14,19,21,23,28,9,25,1,1,1,1,0,2,1,2,5.28,Female,1,0,0,0,0,0,2,1,95,95,2,0,0,2018,FALSE
140827417,14,15,26,21,18,30,35,31,3,3,1,2,2,2,2,2,5.28,Female,1,0,0,0,0,0,3,2,90,90,1,0,0,2018,FALSE
363372735,12,15,20,23,27,25,17,48,4,5,2,2,4,4,2,2,5.45,Male,0,0,0,0,1,0,2,2,117,108,2,2,1,2021,FALSE
889548707,13,14,19,18,17,27,8,33,2,2,1,1,1,2,2,2,4.80,Female,0,0,1,0,0,0,2,1,97,97,0,0,0,2017,FALSE
880962941,13,16,22,21,27,28,11,30,1,3,0,1,1,1,0,2,5.06,Male,0,0,0,0,1,0,4,3,97,97,2,1,0,2020,FALSE
348448316,5,16,18,14,21,28,11,14,2,2,1,1,1,3,1,2,4.83,Female,1,0,0,0,0,0,2,1,93,93,2,2,0,2018,TRUE
108659188,17,16,19,24,28,27,14,35,1,1,1,1,1,0,1,1,4.96,Female,1,0,0,0,0,0,2,1,109,109,1,0,1,2018,TRUE
811251140,8,9,18,16,19,22,32,43,2,2,1,2,1,2,1,2,5.46,Female,0,0,0,0,1,1,2,2,95,95,2,0,0,2021,TRUE
177572752,14,20,23,30,29,30,18,31,3,4,2,2,1,2,2,2,5.71,Female,1,0,0,0,0,0,2,2,101,101,1,2,2,2016,FALSE
652912293,13,15,20,19,23,26,14,35,2,3,1,1,0,1,1,2,4.89,Female,1,0,0,0,0,0,2,1,112,112,2,2,2,2020,FALSE
457097635,4,7,15,17,17,25,16,16,1,3,0,1,0,1,0,2,5.05,Male,0,1,0,0,0,0,3,2,92,92,2,2,0,2018,FALSE
756923050,12,15,24,22,23,26,13,20,1,1,0,1,1,1,0,2,5.63,Male,1,0,0,0,0,0,4,3,89,89,1,1,0,2018,FALSE
146349729,5,12,15,15,19,25,22,22,1,2,1,1,2,1,2,0,4.80,Male,0,0,0,0,1,1,1,1,97,97,1,0,1,2018,FALSE
461101943,11,10,17,18,22,26,14,27,1,2,1,2,1,2,1,2,4.68,Male,0,1,0,0,0,0,2,1,95,95,2,2,2,2018,FALSE
798883231,4,13,21,26,30,30,8,30,1,3,1,2,0,4,0,2,5.05,Male,1,0,0,0,0,0,1,1,116,116,0,0,0,2018,FALSE
248100679,2,10,13,12,16,23,6,29,2,2,1,2,2,2,2,2,4.89,Male,1,0,0,0,0,0,4,4,88,88,2,1,0,2018,FALSE
104974050,3,6,18,13,19,25,4,9,1,3,1,1,0,2,1,2,4.68,Male,0,1,0,0,0,0,1,1,97,97,0,0,0,2018,TRUE
466569794,7,8,16,11,17,20,8,20,1,2,1,1,1,2,1,1,4.72,Female,1,0,0,0,0,0,5,4,98,98,1,1,0,2021,TRUE
304773047,19,21,26,29,29,31,16,46,3,3,1,2,1,2,1,2,5.20,Male,1,0,0,0,0,0,3,3,109,109,2,2,1,2020,FALSE
882782328,12,13,20,18,23,28,20,31,2,2,1,2,2,2,0,0,5.60,Female,1,0,0,0,0,0,2,1,97,97,2,0,2,2018,FALSE
240411088,8,15,17,15,17,24,22,23,2,1,0,1,0,2,0,0,5.15,Female,0,1,0,0,0,0,4,4,104,104,2,2,2,2020,TRUE
446992945,8,13,21,25,28,30,29,26,3,5,1,2,2,2,1,2,5.06,Male,1,0,0,0,0,0,3,2,116,116,2,2,2,2018,FALSE
321767309,5,16,21,24,23,27,13,16,1,1,1,1,0,3,0,0,4.58,Female,1,0,0,0,0,0,1,1,94,94,1,0,0,2020,FALSE
659110720,28,27,30,31,31,32,58,54,5,5,2,4,4,4,2,3,6.07,Male,1,0,0,0,0,0,3,1,113,113,2,1,1,2020,FALSE
868266950,8,12,17,19,18,21,40,37,2,1,1,1,2,3,0,2,5.78,Female,1,0,0,0,0,0,2,2,112,112,2,2,2,2018,FALSE
416099287,18,18,24,27,30,30,23,52,2,3,1,2,2,5,0,2,5.18,Female,1,0,0,0,0,0,2,2,91,91,1,1,1,2020,FALSE
364045887,14,14,23,22,25,28,40,36,3,4,1,2,2,3,2,3,5.35,Male,1,0,0,0,0,0,2,2,120,120,2,2,2,2018,FALSE
669953005,2,10,15,13,13,20,7,23,0,3,0,4,0,4,1,2,5.79,Male,0,1,0,0,0,0,2,1,104,98,2,2,2,2021,TRUE
789839597,29,30,29,31,32,29,20,51,4,5,2,3,2,5,2,4,5.25,Male,1,0,0,0,0,0,1,1,105,105,2,2,2,2020,FALSE
435624236,28,29,31,27,28,30,17,42,4,5,2,2,2,4,2,1,5.68,Male,1,0,0,0,0,0,1,1,105,105,1,1,1,2020,FALSE
286726262,9,14,24,22,26,25,41,34,1,2,1,2,0,3,0,2,4.68,Female,1,0,0,0,0,0,1,1,115,115,2,2,2,2020,FALSE
475374552,25,27,31,31,28,30,50,47,2,4,1,1,0,1,2,2,5.20,Female,0,0,1,0,0,0,3,2,94,91,1,1,1,2021,FALSE
924361979,4,6,17,22,24,27,3,7,1,2,1,1,1,2,2,2,5.26,Male,0,1,0,0,0,0,4,4,95,94,2,1,1,2021,FALSE
897943656,2,2,12,9,14,19,5,12,1,2,1,1,1,2,0,2,5.07,Male,0,0,0,0,1,0,2,2,94,94,0,0,0,2020,TRUE
634204432,10,10,17,22,22,27,27,34,2,4,1,2,0,4,1,4,5.71,Male,1,0,0,0,0,0,2,2,103,103,2,0,1,2017,FALSE
484178598,14,17,22,22,30,28,26,43,1,3,1,1,2,2,1,2,4.70,Female,1,0,0,0,0,0,3,2,109,109,2,2,1,2020,FALSE
417632406,10,15,23,25,27,28,26,43,1,2,0,2,2,3,0,2,5.79,Male,1,0,0,0,0,0,3,3,104,104,2,0,0,2020,FALSE
422837118,7,11,18,27,26,32,18,32,1,2,0,1,0,2,2,0,5.35,Male,1,0,0,0,0,0,1,1,95,93,0,0,0,2021,FALSE
658355696,18,16,23,28,32,30,32,34,3,4,1,2,1,2,1,1,5.38,Male,0,0,1,0,0,1,2,1,102,102,2,0,1,2018,FALSE
275357907,31,30,28,29,31,30,24,44,2,4,2,3,2,5,2,2,4.95,Male,0,1,0,0,0,0,2,1,105,105,2,2,0,2020,FALSE
681402445,9,13,20,22,23,30,22,36,2,2,1,1,1,2,1,2,5.43,Male,0,1,0,0,0,1,2,1,99,99,2,0,1,2020,FALSE
143640193,11,18,23,31,29,31,23,32,2,3,1,2,1,2,2,2,5.20,Female,1,0,0,0,0,0,2,1,97,97,0,0,0,2016,FALSE
688588350,11,11,18,17,17,24,22,38,1,2,1,2,1,1,0,2,5.73,Male,0,1,0,0,0,0,1,1,97,97,0,0,0,2020,FALSE
322778627,10,13,19,22,26,31,20,29,2,3,1,2,1,1,1,2,4.71,Female,1,0,0,0,0,0,3,3,99,99,3,0,1,2017,FALSE
468218345,11,18,26,24,23,29,13,40,3,4,2,3,2,4,2,2,5.35,Male,1,0,0,0,0,0,5,4,109,109,2,0,0,2020,FALSE
482632235,3,9,21,19,26,25,10,26,2,2,1,1,1,2,1,2,4.82,Male,1,0,0,0,0,0,2,2,95,95,1,1,1,2018,FALSE
662803774,21,22,29,30,31,29,30,53,1,4,1,2,0,2,1,2,5.65,Male,1,0,0,0,0,0,1,1,109,109,2,1,0,2020,FALSE
723761595,6,12,18,14,20,25,25,29,3,3,2,1,2,2,2,2,5.11,Male,0,1,0,0,0,0,2,1,94,94,0,0,0,2017,FALSE
689577925,13,8,17,18,17,22,12,23,1,2,1,1,1,0,2,0,5.15,Female,1,0,0,0,0,0,3,2,104,98,1,1,0,2021,FALSE
288602750,14,26,29,29,31,28,20,30,2,2,0,1,1,2,1,0,4.91,Male,1,0,0,0,0,0,2,2,94,91,2,2,1,2021,FALSE
547918456,7,17,16,28,19,25,14,15,2,3,2,2,4,4,2,2,5.59,Male,1,0,0,0,0,0,3,3,114,114,2,2,1,2020,FALSE
396937237,5,12,17,25,28,29,23,27,2,3,0,1,0,1,0,3,4.76,Male,1,0,0,0,0,0,2,1,97,97,2,2,2,2020,FALSE
282723798,10,16,19,21,21,30,22,37,1,3,1,2,1,1,1,2,5.25,Male,1,0,0,0,0,0,2,2,92,92,2,2,1,2018,FALSE
567209406,9,12,17,24,24,27,7,11,2,2,1,2,1,0,2,1,5.53,Male,0,1,0,0,0,0,2,2,96,96,2,2,2,2020,FALSE
334834800,2,8,11,9,12,16,3,8,0,3,0,2,2,2,1,1,5.23,Male,1,0,0,0,0,0,5,3,98,98,2,0,1,2017,TRUE
791790527,9,18,22,23,28,32,17,33,2,3,1,2,2,2,2,1,5.73,Female,1,0,0,0,0,0,2,2,114,114,0,0,0,2018,FALSE
398848115,5,12,20,24,28,27,11,15,1,2,0,2,0,4,2,2,5.25,Male,0,0,0,0,1,0,2,1,91,91,2,1,1,2020,FALSE
118461884,4,5,17,17,16,24,27,16,2,2,1,0,1,1,0,0,5.40,Female,1,0,0,0,0,0,1,1,94,94,2,0,2,2018,TRUE
297223887,3,10,19,18,22,23,3,13,2,4,0,2,1,2,1,2,4.98,Male,0,1,0,0,0,0,2,1,115,115,2,2,2,2020,FALSE
287484862,11,15,21,27,28,29,43,36,2,3,1,1,1,2,1,2,5.63,Female,1,0,0,0,0,0,2,1,95,95,2,0,1,2020,FALSE
195078406,8,8,23,26,27,28,21,29,2,3,1,1,1,2,0,2,5.33,Male,0,1,0,0,0,0,2,1,113,113,2,2,1,2020,FALSE
269340978,8,12,17,18,21,24,12,29,2,2,1,2,2,4,2,3,5.34,Male,1,0,0,0,0,0,3,2,113,113,2,0,0,2018,TRUE
156071418,11,18,30,28,31,29,21,40,2,3,1,2,1,2,0,2,5.11,Male,1,0,0,0,0,0,4,2,105,105,1,0,0,2020,FALSE
284130329,10,14,22,26,25,29,20,28,3,4,2,2,1,4,2,2,5.14,Male,1,0,0,0,0,0,4,4,113,113,2,1,1,2017,FALSE
471999773,8,12,18,19,28,29,11,34,2,5,1,2,2,4,1,4,5.26,Female,1,0,0,0,0,0,3,3,95,95,2,2,1,2018,FALSE
973180163,11,9,19,19,24,29,31,35,2,2,1,2,0,2,2,2,5.32,Female,1,0,0,0,0,0,2,2,103,103,2,1,0,2020,TRUE
748704857,9,14,19,20,21,24,33,30,2,3,1,1,1,2,0,2,5.24,Female,1,0,0,0,0,0,1,1,103,103,0,0,0,2016,FALSE
619628587,3,9,19,19,22,28,24,32,3,2,2,1,1,1,1,2,5.43,Male,1,0,0,0,0,0,3,3,97,97,1,1,1,2018,FALSE
805233930,17,23,29,30,28,32,38,27,3,4,1,2,2,4,1,2,4.76,Female,1,0,0,0,0,0,2,2,95,95,2,2,0,2018,FALSE
817500006,13,12,17,19,20,23,15,36,1,2,1,1,1,0,0,0,5.30,Female,1,0,0,0,0,0,2,1,97,97,2,0,0,2018,FALSE
815398136,15,14,18,19,23,30,19,9,2,2,1,2,1,1,2,2,5.37,Female,0,1,0,0,0,0,2,1,114,114,2,1,0,2018,FALSE
474033277,31,30,31,31,33,31,67,45,4,5,2,2,2,4,1,2,5.01,Female,1,0,0,0,0,0,3,2,114,114,2,2,2,2020,FALSE
844511538,5,11,18,9,12,21,5,17,2,1,1,1,1,1,2,1,4.97,Male,1,0,0,0,0,0,1,1,93,93,2,0,0,2018,TRUE
583025329,31,31,28,28,30,29,52,51,3,4,0,3,2,5,2,3,4.82,Female,1,0,0,0,0,0,2,2,105,105,2,1,1,2020,FALSE
473303963,11,13,18,20,25,28,17,31,1,2,1,1,1,2,1,2,5.20,Male,1,0,0,0,0,0,4,4,95,95,2,2,1,2017,TRUE
381830310,15,18,23,22,24,28,29,31,1,2,1,1,1,2,1,2,5.91,Female,1,0,0,0,0,0,2,1,113,102,2,1,0,2021,TRUE
490509913,0,0,4,3,7,9,1,0,0,1,0,1,0,1,0,1,4.67,Female,0,1,0,0,0,0,4,2,89,89,0,0,0,2017,TRUE
318603881,10,13,27,21,23,24,25,36,1,3,1,1,2,2,1,2,5.11,Male,1,0,0,0,0,0,2,2,104,98,2,0,0,2021,FALSE
752151819,10,12,21,20,26,30,15,34,2,1,1,1,1,2,1,1,5.04,Female,0,0,1,0,0,0,6,6,91,91,2,0,0,2020,FALSE
688194348,3,13,22,19,25,27,3,0,1,3,1,2,0,2,0,2,4.76,Male,1,0,0,0,0,0,2,1,95,95,2,2,0,2018,FALSE
179924013,11,16,23,25,27,29,18,42,1,4,1,2,1,4,0,2,4.76,Male,0,0,1,0,0,0,4,3,95,92,1,1,1,2021,FALSE
936815913,30,29,30,30,31,31,37,48,2,2,2,2,3,2,2,2,5.64,Female,0,0,1,0,0,0,2,1,109,109,2,1,1,2020,FALSE
784607175,3,8,19,14,16,21,8,17,2,2,1,1,0,3,2,2,5.35,Male,1,0,0,0,0,0,1,1,104,98,2,2,0,2021,TRUE
882801397,23,26,29,28,30,29,39,41,4,4,2,2,2,4,3,4,5.32,Female,1,0,0,0,0,0,4,3,99,94,2,1,2,2021,FALSE
701886309,26,23,32,28,29,29,17,38,1,3,1,2,1,2,1,2,4.56,Female,1,0,0,0,0,0,2,1,109,109,2,1,1,2020,FALSE
358533809,5,10,17,17,19,23,28,35,1,2,1,1,1,1,1,2,5.49,Female,0,1,0,0,0,0,3,2,95,95,2,0,0,2020,FALSE
459494380,6,12,21,20,25,29,13,34,2,3,1,2,0,2,0,1,5.29,Male,0,1,0,0,0,0,3,2,110,110,2,1,1,2018,TRUE
319112265,4,9,14,12,23,27,7,19,0,2,1,1,0,2,2,2,5.65,Female,0,1,0,0,0,0,4,4,97,97,2,0,0,2018,TRUE
478562655,4,10,9,12,12,13,8,10,1,1,0,1,0,2,1,1,5.38,Female,1,0,0,0,0,0,3,3,112,112,2,2,2,2018,TRUE
811478675,21,24,26,25,25,31,38,37,4,4,2,4,4,5,2,4,5.67,Male,1,0,0,0,0,0,3,2,120,120,2,1,0,2017,FALSE
760507526,7,15,23,24,23,29,13,34,2,2,1,1,1,2,1,0,4.84,Male,1,0,0,0,0,0,1,1,94,94,0,0,0,2018,TRUE
472746213,7,12,21,19,26,30,13,21,0,2,1,2,1,3,0,2,4.97,Female,1,0,0,0,0,0,2,1,116,116,2,1,1,2017,FALSE
249667864,15,15,23,20,31,30,23,40,2,4,1,1,1,2,1,2,5.50,Male,1,0,0,0,0,0,2,1,95,95,0,0,0,2020,FALSE
339268987,12,14,26,30,31,29,17,43,2,2,2,2,4,5,2,2,5.81,Male,1,0,0,0,0,0,2,1,105,105,2,1,1,2020,FALSE
764433661,0,15,21,20,22,27,25,29,1,2,1,2,2,2,0,2,4.85,Female,1,0,0,0,0,0,2,2,97,94,1,1,1,2021,FALSE
836051184,16,15,21,22,24,29,46,34,2,4,1,2,2,4,1,2,5.31,Male,1,0,0,0,0,0,3,1,95,95,2,1,2,2017,FALSE
671329593,11,14,19,23,23,27,16,46,1,3,0,1,1,2,2,2,5.02,Female,1,0,0,0,0,0,1,1,103,103,2,0,0,2020,FALSE
908007212,5,7,18,19,24,24,22,27,2,3,1,1,0,0,0,2,4.58,Male,1,0,0,0,0,0,4,3,97,97,0,0,0,2017,TRUE
673580990,18,21,29,29,30,27,7,38,2,4,1,2,2,3,2,2,5.29,Female,0,0,1,0,0,0,1,1,105,105,2,2,0,2020,FALSE
156296664,13,18,24,27,29,29,40,44,3,4,2,2,2,4,1,3,5.15,Male,1,0,0,0,0,0,5,2,117,108,2,2,1,2021,FALSE
972193020,3,13,18,14,23,25,24,38,2,3,1,2,2,1,2,2,5.39,Male,1,0,0,0,0,0,2,1,92,92,2,0,0,2018,FALSE
943533303,19,15,19,25,27,31,21,29,2,4,1,2,2,2,2,3,4.71,Female,1,0,0,0,0,0,3,1,104,104,2,1,1,2020,FALSE
576317743,20,19,20,23,23,26,32,19,2,2,1,1,2,1,1,2,4.87,Female,1,0,0,0,0,0,5,4,95,92,0,0,0,2021,FALSE
136898467,4,4,14,16,14,21,7,20,0,1,0,1,0,2,1,0,5.08,Male,0,1,0,0,0,0,2,2,116,104,2,2,2,2021,TRUE
622685871,6,14,18,15,23,28,10,33,2,4,1,2,2,2,1,2,5.02,Male,1,0,0,0,0,0,1,1,100,100,2,2,2,2018,FALSE
170240923,5,10,22,17,23,25,22,28,2,2,1,1,0,4,1,2,5.28,Female,0,0,0,0,1,0,3,2,114,114,2,0,0,2016,FALSE
157422934,18,20,25,24,27,30,14,46,2,4,2,2,2,4,2,3,5.58,Male,1,0,0,0,0,0,2,1,104,104,2,1,2,2020,FALSE
752550022,16,16,23,22,25,31,31,40,3,3,2,2,2,2,2,2,5.45,Male,1,0,0,0,0,0,3,2,98,98,2,1,1,2018,FALSE
245617119,8,11,20,24,25,28,24,31,3,3,2,2,1,2,1,2,5.27,Female,1,0,0,0,0,0,2,1,95,95,2,1,2,2017,FALSE
119373124,14,20,23,27,31,30,14,48,1,2,2,2,2,2,0,2,5.53,Male,1,0,0,0,0,0,1,1,114,114,2,2,2,2020,FALSE
842982707,9,13,22,20,27,31,16,32,2,3,1,1,1,2,2,2,5.46,Female,1,0,0,0,0,0,1,1,103,103,1,0,1,2020,FALSE
298100679,17,16,23,24,25,27,34,34,2,4,1,2,0,2,0,2,5.13,Female,1,0,0,0,0,0,3,1,102,102,2,2,0,2016,FALSE
649072813,8,13,19,26,30,31,22,33,0,4,1,2,0,2,2,2,5.51,Male,1,0,0,0,0,0,3,2,114,114,2,1,2,2016,FALSE
750568858,12,12,17,15,16,19,27,33,1,4,0,1,0,2,0,0,5.53,Male,1,0,0,0,0,0,1,1,97,97,0,0,0,2017,TRUE
813122534,9,15,29,28,31,32,24,30,1,2,1,1,2,3,2,1,4.98,Female,1,0,0,0,0,0,2,1,114,114,2,0,0,2018,FALSE
968223967,7,14,20,15,23,22,5,9,2,2,1,1,1,3,1,2,5.47,Male,0,0,0,0,1,0,3,3,92,87,2,2,1,2021,TRUE
546905409,7,18,24,20,24,28,27,38,2,4,1,2,2,2,2,2,4.90,Male,1,0,0,0,0,0,2,2,113,102,2,1,1,2021,FALSE
734936038,1,7,17,15,15,15,2,9,1,2,0,1,1,2,1,1,5.34,Female,0,1,0,0,0,1,6,4,102,102,0,0,0,2016,FALSE
695808416,17,20,32,29,27,29,50,37,4,5,2,2,2,3,2,2,5.78,Male,1,0,0,0,0,0,1,1,95,95,2,2,1,2018,FALSE
